Data Science Salary 2021 to 2023
work_year;experience_level;employment_type;job_title;salary_in_usd;company_location;company_size;;
2022;EN;FT;Data Analyst;55000;US;S;;
2022;EN;FT;Data Scientist;52008;BE;S;;
2022;EN;FT;Analytics Engineer;130000;US;L;;
2022;EN;FT;Machine Learning Engineer;30000;GB;L;;
2022;EN;FT;Data Analyst;28368;FR;M;;
2022;EN;FT;Data Engineer;129000;US;L;;
2022;EN;FT;Data Engineer;86000;US;L;;
2022;EN;FT;Machine Learning Developer;180000;US;L;;
2022;EN;FT;Data Analyst;15000;ID;L;;
2022;EN;FT;Machine Learning Engineer;83000;US;L;;
2022;EN;FT;Machine Learning Engineer;35093;GB;L;;
2022;EN;FT;Data Engineer;49253;GB;M;;
2022;EN;FT;Data Engineer;43096;GB;M;;
2022;EN;FT;Data Analyst;67000;CA;M;;
2022;EN;FT;Data Analyst;52000;CA;M;;
2022;EN;FT;Data Scientist;17805;IN;M;;
2022;EN;FT;Data Engineer;65000;US;S;;
2022;EN;FT;Computer Vision Engineer;10000;LU;M;;
2022;EN;FT;Data Scientist;51081;CA;L;;
2022;EN;FT;Data Scientist;40000;MY;L;;
2022;EN;FT;Data Scientist;83171;AU;M;;
2022;EN;CT;Applied Machine Learning Scientist;30469;CZ;M;;
2022;EN;FT;Data Engineer;55475;DE;M;;
2022;EN;FT;Research Scientist;120000;US;L;;
2022;EN;FT;Data Analytics Engineer;20000;PK;M;;
2022;EN;FT;Computer Vision Software Engineer;150000;AU;S;;
2022;EN;PT;Data Scientist;100000;DZ;M;;
2022;EN;FT;Financial Data Analyst;100000;US;L;;
2022;EN;FT;Data Engineer;120000;US;M;;
2022;EN;FT;Computer Vision Engineer;125000;US;M;;
2022;EN;FT;ML Engineer;21013;PT;L;;
2022;EX;FT;Data Science Manager;106000;RU;L;;
2022;EX;FT;Data Engineer;200000;US;M;;
2022;EX;FT;Data Engineer;145000;US;M;;
2022;EX;FT;Data Engineer;310000;US;M;;
2022;EX;FT;Data Engineer;239000;US;M;;
2022;EX;FT;Data Scientist;159000;US;M;;
2022;EX;FT;Data Scientist;130000;US;M;;
2022;EX;FT;Data Engineer;310000;US;M;;
2022;EX;FT;Data Engineer;239000;US;M;;
2022;EX;FT;Head of Data;205000;US;M;;
2022;EX;FT;Head of Data;160000;US;M;;
2022;EX;FT;Analytics Engineer;210000;US;M;;
2022;EX;FT;Analytics Engineer;157000;US;M;;
2022;EX;FT;Data Manager;125976;CA;L;;
2022;EX;FT;Data Engineer;187200;US;M;;
2022;EX;FT;Data Engineer;116100;US;M;;
2022;EX;FT;Data Science Manager;222640;US;M;;
2022;EX;FT;Data Science Manager;182160;US;M;;
2022;EX;FT;Data Engineer;297500;US;M;;
2022;EX;FT;Data Engineer;260000;US;M;;
2022;EX;FT;Machine Learning Scientist;200000;US;S;;
2022;EX;FT;Machine Learning Scientist;180000;US;S;;
2022;EX;FT;AI Scientist;200000;US;S;;
2022;EX;FT;Analytics Engineer;200000;US;M;;
2022;EX;FT;Analytics Engineer;150000;US;M;;
2022;EX;FT;Research Scientist;84053;NL;L;;
2022;EX;FT;Data Science Manager;260500;US;M;;
2022;EX;FT;Data Science Manager;175100;US;M;;
2022;EX;FT;Lead Data Engineer;115222;CA;S;;
2022;EX;FT;Head of Machine Learning;76309;IN;L;;
2022;EX;FT;Data Engineer;242000;US;M;;
2022;EX;FT;Data Engineer;200000;US;M;;
2022;EX;FT;Data Analyst;130000;US;M;;
2022;EX;FT;Data Analyst;110000;US;M;;
2022;EX;FT;Head of Data Science;224000;US;M;;
2022;EX;FT;Head of Data Science;167875;US;M;;
2022;EX;FT;Analytics Engineer;175000;US;M;;
2022;EX;FT;Analytics Engineer;135000;US;M;;
2022;EX;FT;Data Engineer;324000;US;M;;
2022;EX;FT;Data Engineer;216000;US;M;;
2022;EX;FT;Director of Data Science;192037;CA;L;;
2022;MI;FT;Machine Learning Engineer;20984;IN;L;;
2022;MI;FT;Data Scientist;73546;DE;M;;
2022;MI;FT;Business Data Analyst;9289;BR;M;;
2022;MI;FT;Research Scientist;23000;IN;L;;
2022;MI;FT;Data Scientist;155000;US;L;;
2022;MI;FT;Computer Vision Engineer;15897;IN;M;;
2022;MI;FT;Data Scientist;110000;US;L;;
2022;MI;FT;Business Data Analyst;18314;IN;L;;
2022;MI;FT;Data Analyst;14307;IN;L;;
2022;MI;FT;Data Scientist;13989;IN;L;;
2022;MI;FT;Data Analyst;150000;US;M;;
2022;MI;FT;Data Analyst;100000;US;M;;
2022;MI;FT;Data Scientist;150000;US;M;;
2022;MI;FT;Data Scientist;127500;US;M;;
2022;MI;FT;Data Engineer;260000;US;M;;
2022;MI;FT;Data Engineer;175000;US;M;;
2022;MI;FT;Data Scientist;94560;FR;M;;
2022;MI;FT;Data Scientist;52533;FR;M;;
2022;MI;FT;Data Analyst;150000;US;M;;
2022;MI;FT;Data Analyst;100000;US;M;;
2022;MI;FT;Data Engineer;150000;US;M;;
2022;MI;FT;Data Engineer;150000;US;M;;
2022;MI;FT;Data Engineer;120000;US;M;;
2022;MI;FT;Data Engineer;95000;US;M;;
2022;MI;FT;Data Scientist;150000;US;M;;
2022;MI;FT;Data Scientist;110000;US;M;;
2022;MI;FT;Data Engineer;130000;US;M;;
2022;MI;FT;Data Engineer;115000;US;M;;
2022;MI;FT;Data Scientist;92350;GB;M;;
2022;MI;FT;Data Scientist;67723;GB;M;;
2022;MI;FT;Data Engineer;105000;US;M;;
2022;MI;FT;Data Engineer;70000;US;M;;
2022;MI;FT;Data Analyst;75000;US;M;;
2022;MI;FT;Data Analyst;60000;US;M;;
2022;MI;FT;Data Scientist;145000;US;M;;
2022;MI;FT;Data Scientist;100000;US;M;;
2022;MI;FT;Data Scientist;31795;US;M;;
2022;MI;FT;NLP Engineer;44365;PL;S;;
2022;MI;FT;Data Engineer;92350;GB;M;;
2022;MI;FT;Data Engineer;73880;GB;M;;
2022;MI;FT;Data Engineer;160000;US;M;;
2022;MI;FT;Data Engineer;120000;US;M;;
2022;MI;FT;Data Engineer;35610;IN;L;;
2022;MI;FT;Data Analyst;150000;US;M;;
2022;MI;FT;Data Analyst;100000;US;M;;
2022;MI;FT;Analytics Engineer;122500;US;M;;
2022;MI;FT;Analytics Engineer;100000;US;M;;
2022;MI;FT;Computer Vision Engineer;58837;FR;S;;
2022;MI;FT;Data Analyst;102640;US;M;;
2022;MI;FT;Data Analyst;66100;US;M;;
2022;MI;FT;Data Engineer;130000;US;M;;
2022;MI;FT;Data Engineer;80000;US;M;;
2022;MI;FT;Data Engineer;187000;US;M;;
2022;MI;FT;Data Engineer;153000;US;M;;
2022;MI;FT;Data Analyst;430967;GB;M;;
2022;MI;FT;Data Analyst;55410;GB;M;;
2022;MI;FT;Data Analyst;75000;US;M;;
2022;MI;FT;Data Analyst;60000;US;M;;
2022;MI;FT;MLOps Engineer;134000;US;M;;
2022;MI;FT;MLOps Engineer;124000;US;M;;
2022;MI;FT;Data Analyst;100000;US;M;;
2022;MI;FT;Data Analyst;65000;US;M;;
2022;MI;FT;Data Analyst;150000;US;M;;
2022;MI;FT;Data Analyst;100000;US;M;;
2022;MI;FT;Machine Learning Engineer;130000;US;M;;
2022;MI;FT;Machine Learning Engineer;90000;US;M;;
2022;MI;FT;Machine Learning Researcher;150000;US;M;;
2022;MI;FT;Machine Learning Researcher;100000;US;M;;
2022;MI;FT;Machine Learning Engineer;230000;US;M;;
2022;MI;FT;Machine Learning Engineer;150000;US;M;;
2022;MI;FT;Machine Learning Researcher;130000;US;M;;
2022;MI;FT;Machine Learning Researcher;100000;US;M;;
2022;MI;FT;Data Scientist;180000;US;M;;
2022;MI;FT;Data Scientist;120000;US;M;;
2022;MI;FT;Data Scientist;63040;FR;M;;
2022;MI;FT;Data Scientist;52533;FR;M;;
2022;MI;FT;Machine Learning Scientist;165000;US;M;;
2022;MI;FT;Machine Learning Scientist;135000;US;M;;
2022;MI;FT;Data Scientist;120000;US;M;;
2022;MI;FT;Data Engineer;110446;LT;M;;
2022;MI;FT;Data Engineer;79178;LT;M;;
2022;MI;FT;Data Science Consultant;70186;GB;M;;
2022;MI;FT;Data Science Consultant;51716;GB;M;;
2022;MI;FT;Data Analyst;150000;US;M;;
2022;MI;FT;Data Analyst;100000;US;M;;
2022;MI;FT;Data Engineer;160000;US;M;;
2022;MI;FT;Data Engineer;75000;US;M;;
2022;MI;FT;Data Scientist;64090;DE;M;;
2022;MI;FT;Data Scientist;60938;DE;M;;
2022;MI;FT;Data Scientist;130000;US;M;;
2022;MI;FT;Data Scientist;90000;US;M;;
2022;MI;FT;Data Analyst;165000;US;M;;
2022;MI;FT;Data Analyst;124000;US;M;;
2022;MI;FT;Machine Learning Researcher;105236;CA;L;;
2022;MI;FT;Data Analyst;160000;US;M;;
2022;MI;FT;Data Analyst;109000;US;M;;
2022;MI;FT;Data Analyst;206000;US;M;;
2022;MI;FT;Data Analyst;160000;US;M;;
2022;MI;FT;Data Analyst;150000;US;M;;
2022;MI;FT;Data Analyst;100000;US;M;;
2022;MI;FT;Data Engineer;120000;US;M;;
2022;MI;FT;Data Engineer;95000;US;M;;
2022;MI;FT;Data Analyst;80000;US;L;;
2022;MI;FT;Data Analytics Manager;155000;US;M;;
2022;MI;FT;Data Analytics Manager;140000;US;M;;
2022;MI;FT;Data Scientist;180000;US;M;;
2022;MI;FT;Data Scientist;120000;US;M;;
2022;MI;FT;Data Engineer;160000;US;M;;
2022;MI;FT;Data Engineer;90000;US;M;;
2022;MI;FT;Data Specialist;165000;US;M;;
2022;MI;FT;Data Specialist;135000;US;M;;
2022;MI;FT;Deep Learning Engineer;86193;GB;M;;
2022;MI;FT;Deep Learning Engineer;49253;GB;M;;
2022;MI;FT;BI Data Analyst;105066;FR;M;;
2022;MI;FT;Analytics Engineer;104663;GB;M;;
2022;MI;FT;Analytics Engineer;73880;GB;M;;
2022;MI;FT;Data Analyst;165000;US;M;;
2022;MI;FT;Data Analyst;124000;US;M;;
2022;SE;FT;Data Scientist Lead;183000;US;L;;
2022;SE;FT;Data Analyst;99750;US;M;;
2022;SE;FT;Data Analyst;68400;US;M;;
2022;SE;FT;Data Scientist;236900;US;L;;
2022;SE;FT;Data Scientist;159200;US;L;;
2022;SE;FT;Data Science Manager;243225;US;M;;
2022;SE;FT;Data Science Manager;179775;US;M;;
2022;SE;FT;Data Engineer;175000;US;M;;
2022;SE;FT;Lead Machine Learning Engineer;84053;DE;M;;
2021;EN;FT;Marketing Data Engineer;66970;SG;L;;
2021;EN;FT;3D Computer Vision Researcher;20000;AS;M;;
2021;EN;FT;Power BI Developer;5409;IN;L;;
2021;EN;FT;Data Analyst;42028;AU;L;;
2021;EN;FT;Machine Learning Research Engineer;20000;FR;M;;
2021;EN;FT;Machine Learning Developer;15000;TH;L;;
2021;EN;FT;Data Engineer;45390;GB;L;;
2021;EN;PT;Computer Vision Software Engineer;19073;DK;L;;
2021;EN;FT;Machine Learning Research Engineer;12171;IN;M;;
2021;EN;FT;Data Scientist;80000;US;M;;
2021;EN;FT;Data Scientist;100000;US;S;;
2021;EN;FT;Data Scientist;49646;FR;M;;
2021;EN;FT;Machine Learning Engineer;20000;IN;S;;
2021;EN;PT;Data Analyst;10354;ES;M;;
2021;EN;FT;Applied Data Scientist;110037;GB;L;;
2021;EN;FT;Data Analyst;50000;US;M;;
2021;EN;FT;Machine Learning Developer;100000;IQ;S;;
2021;EN;FT;BI Data Analyst;55000;US;S;;
2021;EN;FT;Data Engineer;80000;US;L;;
2021;EN;FT;Data Science Consultant;63831;DE;L;;
2021;EN;FT;Machine Learning Engineer;125000;US;S;;
2021;EN;FT;Data Scientist;13400;UA;L;;
2021;EN;FT;Data Analyst;90000;US;S;;
2021;EN;FT;Data Analyst;60000;US;S;;
2021;EN;PT;AI Scientist;12000;US;M;;
2021;EN;FT;Research Scientist;82528;GB;L;;
2021;EN;FT;Data Analyst;59102;FR;M;;
2021;EN;FT;Data Analyst;80000;US;M;;
2021;EN;FT;Machine Learning Scientist;225000;US;L;;
2021;EN;FT;Data Science Consultant;76833;DE;S;;
2021;EN;FT;Data Engineer;30428;IN;L;;
2021;EN;FT;Computer Vision Software Engineer;70000;US;M;;
2021;EN;FT;Data Scientist;29751;IN;L;;
2021;EN;FT;Data Scientist;28399;IN;M;;
2021;EN;FT;Data Scientist;90000;US;S;;
2021;EN;FT;Data Scientist;36643;FR;L;;
2021;EN;FT;Data Engineer;21637;IN;M;;
2021;EN;FT;Data Engineer;72500;US;L;;
2021;EN;FT;Research Scientist;100000;CN;L;;
2021;EN;FT;Data Scientist;58000;US;L;;
2021;EN;FT;Data Scientist;100000;US;M;;
2021;EN;FT;Machine Learning Engineer;85000;DE;S;;
2021;EN;FT;Data Science Consultant;76833;DE;L;;
2021;EN;FT;Data Engineer;65013;DE;M;;
2021;EN;FT;Big Data Engineer;16228;IN;L;;
2021;EN;FT;Machine Learning Engineer;24823;DE;M;;
2021;EN;FT;BI Data Analyst;9272;KE;S;;
2021;EN;FT;Machine Learning Engineer;21844;CO;M;;
2021;EN;FT;Machine Learning Engineer;81000;US;S;;
2021;EN;FT;Data Science Consultant;90000;US;S;;
2021;EN;PT;Computer Vision Engineer;28609;DK;S;;
2021;EN;FT;Big Data Engineer;5882;CH;L;;
2021;EN;FT;Business Data Analyst;59102;LU;L;;
2021;EN;FT;AI Scientist;18053;AS;S;;
2021;EN;PT;AI Scientist;12000;US;S;;
2021;EX;FT;Director of Data Science;250000;US;L;;
2021;EX;FT;Director of Data Science;130026;DE;M;;
2021;EX;FT;Head of Data Science;85000;RU;M;;
2021;EX;FT;Head of Data;230000;RU;L;;
2021;EX;FT;Director of Data Science;153667;PL;L;;
2021;EX;FT;Head of Data;235000;US;L;;
2021;EX;FT;BI Data Analyst;150000;US;L;;
2021;EX;FT;Director of Data Science;141846;DE;L;;
2021;EX;FT;Data Science Consultant;69741;ES;S;;
2021;MI;FT;Data Analytics Engineer;110000;US;L;;
2021;MI;FT;Data Engineer;140000;US;L;;
2021;MI;FT;BI Data Analyst;100000;US;M;;
2021;MI;FT;Research Scientist;187442;CA;L;;
2021;MI;FT;Data Scientist;40038;CL;L;;
2021;MI;FT;Data Scientist;61467;AT;M;;
2021;MI;FT;Data Scientist;37825;ES;L;;
2021;MI;FT;Data Scientist;56256;GB;L;;
2021;MI;FT;Data Scientist;33808;IN;M;;
2021;MI;FT;Data Scientist;116914;GB;L;;
2021;MI;FT;Machine Learning Engineer;46597;PL;L;;
2021;MI;FT;Machine Learning Engineer;88654;BE;M;;
2021;MI;FT;Data Scientist;88654;DE;L;;
2021;MI;FT;Data Engineer;66022;GB;S;;
2021;MI;FT;Research Scientist;56738;FR;S;;
2021;MI;FT;Machine Learning Engineer;24823;SI;L;;
2021;MI;FL;Data Engineer;20000;US;L;;
2021;MI;FT;Data Scientist;160000;US;L;;
2021;MI;FT;Data Science Engineer;40189;GR;M;;
2021;MI;FT;Data Scientist;12901;BR;S;;
2021;MI;FT;Data Scientist;90734;DE;L;;
2021;MI;FL;Machine Learning Scientist;12000;PK;M;;
2021;MI;FT;Machine Learning Engineer;74000;JP;S;;
2021;MI;FT;Big Data Engineer;18000;MD;S;;
2021;MI;FT;Data Scientist;130000;US;L;;
2021;MI;FT;Data Scientist;46809;ES;M;;
2021;MI;FT;Data Scientist;115000;US;L;;
2021;MI;FT;Lead Data Analyst;19609;IN;L;;
2021;MI;FT;Data Analyst;75000;US;L;;
2021;MI;FT;Data Analyst;62000;US;L;;
2021;MI;FT;Data Scientist;73000;US;L;;
2021;MI;FT;Data Engineer;45391;NL;L;;
2021;MI;FT;Data Scientist;119059;IL;M;;
2021;MI;FT;Applied Machine Learning Scientist;423000;US;L;;
2021;MI;FT;Data Engineer;28369;MT;L;;
2021;MI;FT;Principal Data Scientist;151000;US;L;;
2021;SE;FT;Data Scientist;54094;IN;L;;
2021;SE;FT;Data Analyst;115000;US;S;;
2021;SE;FT;Data Analyst;50000;PH;S;;
2021;SE;FT;Cloud Data Architect;250000;US;L;;
2021;SE;FT;Head of Data;102839;SI;L;;
2021;SE;FT;Data Engineer;150000;US;L;;
2021;SE;FT;Data Science Manager;240000;US;L;;
2021;SE;FT;Principal Data Scientist;220000;US;L;;
2021;SE;FT;Computer Vision Engineer;24000;BR;M;;
2021;SE;FT;Lead Data Scientist;40570;IN;L;;
2021;SE;FT;Machine Learning Scientist;120000;US;S;;
2021;SE;FT;Principal Data Engineer;200000;US;M;;
2021;SE;FT;Machine Learning Engineer;82744;BE;M;;
2021;SE;FT;Data Analytics Manager;120000;US;M;;
2021;SE;FT;Data Science Engineer;127221;CA;L;;
2021;SE;FT;Data Science Manager;144000;US;L;;
2021;SE;FT;Data Engineer;153000;US;L;;
2021;SE;FT;Data Analyst;80000;US;S;;
2021;SE;FT;Data Analytics Engineer;79197;DE;L;;
2021;SE;FT;Lead Data Analyst;170000;US;L;;
2021;SE;FT;Data Scientist;53192;FR;L;;
2021;SE;FT;Marketing Data Analyst;88654;DK;L;;
2021;SE;FT;Lead Data Engineer;103160;GB;S;;
2021;SE;FT;Data Engineer;113476;GB;M;;
2021;SE;FT;Machine Learning Engineer;94564;DE;L;;
2021;SE;FT;Data Engineer;150000;US;M;;
2021;SE;FT;Data Engineer;115000;US;S;;
2021;SE;FT;Data Engineer;150000;US;L;;
2021;SE;FT;Lead Data Engineer;276000;US;L;;
2021;SE;FT;Cloud Data Engineer;160000;US;S;;
2021;SE;FT;Data Engineer;174000;US;L;;
2021;SE;FT;Research Scientist;60757;PT;L;;
2021;SE;FT;Principal Data Analyst;170000;US;M;;
2021;SE;FT;Data Engineer;96282;GB;L;;
2021;SE;FT;Big Data Architect;99703;CA;M;;
2021;SE;FT;Data Scientist;165000;US;L;;
2021;SE;FT;Data Scientist;103691;CA;L;;
2021;SE;FT;Data Analyst;200000;US;L;;
2021;SE;FT;Data Engineer;200000;US;L;;
2021;SE;FT;ML Engineer;256000;US;S;;
2021;SE;FT;Machine Learning Engineer;185000;US;L;;
2021;SE;FT;Data Scientist;20171;TR;L;;
2021;SE;FT;AI Scientist;55000;ES;L;;
2021;SE;FT;Data Scientist;77684;FR;M;;
2021;SE;CT;Staff Data Scientist;105000;US;M;;
2021;SE;FT;Lead Data Engineer;160000;US;S;;
2021;SE;FT;Machine Learning Engineer;66265;IN;L;;
2021;SE;FT;Data Analyst;63831;DE;L;;
2021;SE;FT;Data Analyst;71786;CA;M;;
2021;SE;FT;Data Scientist;135000;US;L;;
2021;SE;FT;Data Science Manager;54094;US;L;;
2021;SE;FT;Machine Learning Engineer;24342;IN;L;;
2021;SE;FT;Research Scientist;96113;CA;L;;
2021;SE;FT;Data Science Manager;174000;US;L;;
2021;SE;FT;Data Analytics Engineer;50000;GB;M;;
2021;SE;FT;Machine Learning Infrastructure Engineer;195000;US;M;;
2021;SE;FT;Machine Learning Scientist;225000;CA;L;;
2021;SE;FT;Data Analytics Manager;120000;US;L;;
2021;SE;FT;Machine Learning Engineer;200000;US;L;;
2021;SE;FT;Research Scientist;50000;US;S;;
2021;SE;FT;Data Engineer;165000;US;M;;
2021;SE;FT;Principal Data Engineer;185000;US;L;;
2021;SE;FT;Data Analytics Manager;140000;US;L;;
2021;SE;FT;Data Scientist;87738;CA;S;;
2021;SE;FT;Finance Data Analyst;61896;GB;L;;
2021;SE;FT;Data Engineer;76833;GB;S;;
2021;SE;FT;Data Science Manager;152000;FR;L;;
2021;SE;FT;Computer Vision Engineer;18907;BR;M;;
2021;SE;FT;Principal Data Scientist;173762;DE;M;;
2021;SE;FT;Principal Data Scientist;235000;US;L;;
2021;SE;FT;Director of Data Science;168000;JP;S;;
2021;SE;FT;Data Specialist;165000;US;L;;
2021;SE;FT;Data Science Manager;94665;IN;L;;
2020;EN;FT;Data Engineer;13493;IN;L;;
2020;EN;FT;Data Engineer;13493;IN;L;;
2020;EN;FT;Data Analyst;22809;PT;M;;
2020;EN;FT;Data Scientist;49268;DE;S;;
2020;EN;FT;Data Engineer;54742;DE;L;;
2020;EN;FT;Big Data Engineer;70000;US;L;;
2020;EN;FT;Machine Learning Engineer;250000;US;L;;
2020;EN;FT;Data Analyst;10000;NG;S;;
2020;EN;FT;Machine Learning Engineer;138000;US;S;;
2020;EN;PT;ML Engineer;15966;DE;S;;
2020;EN;FT;Data Analyst;6072;IN;S;;
2020;EN;FT;Data Analyst;91000;US;L;;
2020;EN;FT;Research Scientist;42000;NL;L;;
2020;EN;FT;Data Analyst;72000;US;L;;
2020;EN;FT;Data Scientist;51321;FR;S;;
2020;EN;FT;Data Scientist;39916;FR;M;;
2020;EN;FT;Data Engineer;41689;JP;S;;
2020;EN;FT;Data Science Consultant;5707;IN;M;;
2020;EN;FT;AI Scientist;45896;DK;S;;
2020;EN;FT;Data Scientist;62726;DE;S;;
2020;EN;PT;Data Scientist;21669;IT;S;;
2020;EN;FT;Data Scientist;105000;US;S;;
2020;EN;CT;Business Data Analyst;100000;US;L;;
2020;EX;FT;Staff Data Analyst;15000;CA;M;;
2020;EX;FT;Data Engineer;79833;ES;L;;
2020;EX;FT;Director of Data Science;325000;US;L;;
2020;MI;FT;Business Data Analyst;95000;US;M;;
2020;MI;FT;Product Data Analyst;20000;HN;S;;
2020;MI;FT;Data Engineer;59303;DE;S;;
2020;MI;FT;Research Scientist;450000;US;M;;
2020;MI;FT;Data Analyst;46759;FR;L;;
2020;MI;FT;Data Engineer;74130;AT;L;;
2020;MI;FT;Data Science Consultant;103000;US;L;;
2020;MI;FT;Data Scientist;45760;US;S;;
2020;MI;FT;Machine Learning Infrastructure Engineer;50180;PT;M;;
2020;MI;FT;Data Engineer;106000;US;L;;
2020;MI;FT;Data Engineer;112872;GB;L;;
2020;MI;FT;Data Scientist;76958;GB;S;;
2020;MI;FT;Data Scientist;105000;US;L;;
2020;MI;FT;Data Engineer;70139;FR;L;;
2020;MI;FT;Lead Data Scientist;115000;AE;L;;
2020;MI;FT;Data Scientist;79833;DE;L;;
2020;MI;FT;Data Scientist;35735;HU;L;;
2020;MI;FT;Business Data Analyst;135000;US;L;;
2020;MI;FT;Data Scientist;40481;IN;L;;
2020;MI;FT;Lead Data Analyst;87000;US;L;;
2020;MI;FT;Data Analyst;85000;US;L;;
2020;MI;FT;Data Analyst;8000;PK;L;;
2020;MI;FT;Lead Data Engineer;56000;US;M;;
